Task ID,LLM,Success,Solution length,Spec ratio,Specification length,Language,Benchmark,Run ID
LD0355,deepseek-chat-v3.1,0,1050,3.4539473684210527,304,lean,dafnybench,ig5bcvw3
LD0356,deepseek-chat-v3.1,0,1045,3.1570996978851964,331,lean,dafnybench,ig5bcvw3
LD0364,deepseek-chat-v3.1,0,2356,2.6925714285714286,875,lean,dafnybench,ig5bcvw3
LD0365,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0363,deepseek-chat-v3.1,0,4392,8.94501018329939,491,lean,dafnybench,ig5bcvw3
LD0368,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0370,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0369,deepseek-chat-v3.1,0,2205,2.4915254237288136,885,lean,dafnybench,ig5bcvw3
LD0367,deepseek-chat-v3.1,0,1939,3.973360655737705,488,lean,dafnybench,ig5bcvw3
LD0366,deepseek-chat-v3.1,0,2385,2.7257142857142855,875,lean,dafnybench,ig5bcvw3
LD0373,deepseek-chat-v3.1,0,972,3.018633540372671,322,lean,dafnybench,ig5bcvw3
LD0371,deepseek-chat-v3.1,0,3432,3.0078878177037685,1141,lean,dafnybench,ig5bcvw3
LD0378,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0372,deepseek-chat-v3.1,0,2286,3.056149732620321,748,lean,dafnybench,ig5bcvw3
LD0374,deepseek-chat-v3.1,0,4228,6.797427652733119,622,lean,dafnybench,ig5bcvw3
LD0379,deepseek-chat-v3.1,0,969,1.7650273224043715,549,lean,dafnybench,ig5bcvw3
LD0377,deepseek-chat-v3.1,0,3634,5.506060606060606,660,lean,dafnybench,ig5bcvw3
LD0402,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0382,deepseek-chat-v3.1,0,2183,3.3844961240310076,645,lean,dafnybench,ig5bcvw3
LD0383,deepseek-chat-v3.1,0,1600,2.5477707006369426,628,lean,dafnybench,ig5bcvw3
LD0424,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0417,deepseek-chat-v3.1,0,1552,2.316417910447761,670,lean,dafnybench,ig5bcvw3
LD0425,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0431,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0400,deepseek-chat-v3.1,0,3121,4.78680981595092,652,lean,dafnybench,ig5bcvw3
LD0432,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0429,deepseek-chat-v3.1,0,1762,3.0431778929188256,579,lean,dafnybench,ig5bcvw3
LD0433,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0451,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0423,deepseek-chat-v3.1,0,3227,3.91626213592233,824,lean,dafnybench,ig5bcvw3
LD0452,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0438,deepseek-chat-v3.1,0,697,2.1185410334346506,329,lean,dafnybench,ig5bcvw3
LD0435,deepseek-chat-v3.1,0,1517,2.5843270868824533,587,lean,dafnybench,ig5bcvw3
LD0456,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0453,deepseek-chat-v3.1,0,3023,3.577514792899408,845,lean,dafnybench,ig5bcvw3
LD0454,deepseek-chat-v3.1,0,4101,10.150990099009901,404,lean,dafnybench,ig5bcvw3
LD0463,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0455,deepseek-chat-v3.1,0,3083,7.556372549019608,408,lean,dafnybench,ig5bcvw3
LD0464,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0461,deepseek-chat-v3.1,0,2641,2.3664874551971327,1116,lean,dafnybench,ig5bcvw3
LD0462,deepseek-chat-v3.1,0,2362,4.349907918968692,543,lean,dafnybench,ig5bcvw3
LD0468,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0467,deepseek-chat-v3.1,0,2233,1.9622144112478033,1138,lean,dafnybench,ig5bcvw3
LD0465,deepseek-chat-v3.1,0,1931,3.908906882591093,494,lean,dafnybench,ig5bcvw3
LD0472,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0466,deepseek-chat-v3.1,0,3127,4.512265512265512,693,lean,dafnybench,ig5bcvw3
LD0483,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0484,deepseek-chat-v3.1,0,741,2.2454545454545456,330,lean,dafnybench,ig5bcvw3
LD0507,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0469,deepseek-chat-v3.1,0,2288,4.640973630831643,493,lean,dafnybench,ig5bcvw3
LD0515,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0509,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0493,deepseek-chat-v3.1,0,1959,3.40695652173913,575,lean,dafnybench,ig5bcvw3
LD0508,deepseek-chat-v3.1,0,3053,2.837360594795539,1076,lean,dafnybench,ig5bcvw3
LD0517,deepseek-chat-v3.1,0,1846,1.9472573839662448,948,lean,dafnybench,ig5bcvw3
LD0518,deepseek-chat-v3.1,0,2778,2.424083769633508,1146,lean,dafnybench,ig5bcvw3
LD0516,deepseek-chat-v3.1,0,3960,2.234762979683973,1772,lean,dafnybench,ig5bcvw3
LD0533,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0534,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0520,deepseek-chat-v3.1,0,1827,2.632564841498559,694,lean,dafnybench,ig5bcvw3
LD0521,deepseek-chat-v3.1,0,2725,4.1987673343605545,649,lean,dafnybench,ig5bcvw3
LD0532,deepseek-chat-v3.1,0,1739,4.85754189944134,358,lean,dafnybench,ig5bcvw3
LD0535,deepseek-chat-v3.1,0,2358,7.966216216216216,296,lean,dafnybench,ig5bcvw3
LD0539,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0545,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0541,deepseek-chat-v3.1,0,990,2.727272727272727,363,lean,dafnybench,ig5bcvw3
LD0546,deepseek-chat-v3.1,0,1572,3.564625850340136,441,lean,dafnybench,ig5bcvw3
LD0562,deepseek-chat-v3.1,0,918,2.8509316770186337,322,lean,dafnybench,ig5bcvw3
LD0547,deepseek-chat-v3.1,0,1610,3.3059548254620124,487,lean,dafnybench,ig5bcvw3
LD0561,deepseek-chat-v3.1,0,2530,6.096385542168675,415,lean,dafnybench,ig5bcvw3
LD0563,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0573,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0537,deepseek-chat-v3.1,0,3584,9.481481481481481,378,lean,dafnybench,ig5bcvw3
LD0570,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0574,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0569,deepseek-chat-v3.1,0,2289,4.065719360568384,563,lean,dafnybench,ig5bcvw3
LD0571,deepseek-chat-v3.1,0,2594,1.8756326825741143,1383,lean,dafnybench,ig5bcvw3
LD0578,deepseek-chat-v3.1,0,1115,1.7559055118110236,635,lean,dafnybench,ig5bcvw3
LD0577,deepseek-chat-v3.1,0,1580,3.3263157894736843,475,lean,dafnybench,ig5bcvw3
LD0579,deepseek-chat-v3.1,0,1513,4.1680440771349865,363,lean,dafnybench,ig5bcvw3
LD0582,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0572,deepseek-chat-v3.1,0,5159,2.7224274406332456,1895,lean,dafnybench,ig5bcvw3
LD0581,deepseek-chat-v3.1,0,1077,2.552132701421801,422,lean,dafnybench,ig5bcvw3
LD0580,deepseek-chat-v3.1,0,1392,3.3301435406698565,418,lean,dafnybench,ig5bcvw3
LD0586,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0583,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0589,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0588,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0594,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0587,deepseek-chat-v3.1,0,3068,4.823899371069182,636,lean,dafnybench,ig5bcvw3
LD0590,deepseek-chat-v3.1,0,2203,4.468559837728194,493,lean,dafnybench,ig5bcvw3
LD0598,deepseek-chat-v3.1,0,1992,3.5891891891891894,555,lean,dafnybench,ig5bcvw3
LD0604,deepseek-chat-v3.1,0,2477,4.315331010452962,574,lean,dafnybench,ig5bcvw3
LD0606,deepseek-chat-v3.1,0,1834,4.903743315508021,374,lean,dafnybench,ig5bcvw3
LD0607,deepseek-chat-v3.1,0,1484,3.1374207188160677,473,lean,dafnybench,ig5bcvw3
LD0634,deepseek-chat-v3.1,0,896,2.5821325648414986,347,lean,dafnybench,ig5bcvw3
LD0635,deepseek-chat-v3.1,0,1004,2.663129973474801,377,lean,dafnybench,ig5bcvw3
LD0611,deepseek-chat-v3.1,0,1529,4.132432432432433,370,lean,dafnybench,ig5bcvw3
LD0617,deepseek-chat-v3.1,0,2557,3.2698209718670075,782,lean,dafnybench,ig5bcvw3
LD0665,deepseek-chat-v3.1,0,1281,2.572289156626506,498,lean,dafnybench,ig5bcvw3
LD0666,deepseek-chat-v3.1,0,1406,3.1524663677130045,446,lean,dafnybench,ig5bcvw3
LD0667,deepseek-chat-v3.1,0,1939,5.143236074270557,377,lean,dafnybench,ig5bcvw3
LD0669,deepseek-chat-v3.1,0,362,1.4308300395256917,253,lean,dafnybench,ig5bcvw3
LD0673,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0670,deepseek-chat-v3.1,0,1052,2.312087912087912,455,lean,dafnybench,ig5bcvw3
LD0668,deepseek-chat-v3.1,0,1742,4.512953367875648,386,lean,dafnybench,ig5bcvw3
LD0674,deepseek-chat-v3.1,0,1333,3.9672619047619047,336,lean,dafnybench,ig5bcvw3
LD0646,deepseek-chat-v3.1,0,1036,2.5084745762711864,413,lean,dafnybench,ig5bcvw3
LD0675,deepseek-chat-v3.1,0,2271,6.451704545454546,352,lean,dafnybench,ig5bcvw3
LD0678,deepseek-chat-v3.1,0,329,1.1077441077441077,297,lean,dafnybench,ig5bcvw3
LD0677,deepseek-chat-v3.1,0,1472,2.803809523809524,525,lean,dafnybench,ig5bcvw3
LD0676,deepseek-chat-v3.1,0,1543,3.136178861788618,492,lean,dafnybench,ig5bcvw3
LD0681,deepseek-chat-v3.1,0,734,1.8258706467661692,402,lean,dafnybench,ig5bcvw3
LD0648,deepseek-chat-v3.1,0,2082,4.526086956521739,460,lean,dafnybench,ig5bcvw3
LD0679,deepseek-chat-v3.1,0,1543,4.704268292682927,328,lean,dafnybench,ig5bcvw3
LD0680,deepseek-chat-v3.1,0,2225,4.858078602620087,458,lean,dafnybench,ig5bcvw3
LD0682,deepseek-chat-v3.1,0,386,1.3496503496503496,286,lean,dafnybench,ig5bcvw3
LD0685,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0686,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0687,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0683,deepseek-chat-v3.1,0,1032,2.811989100817439,367,lean,dafnybench,ig5bcvw3
LD0690,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0684,deepseek-chat-v3.1,0,2786,4.992831541218638,558,lean,dafnybench,ig5bcvw3
LD0701,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0696,deepseek-chat-v3.1,0,1277,3.1687344913151363,403,lean,dafnybench,ig5bcvw3
LD0700,deepseek-chat-v3.1,0,2308,5.548076923076923,416,lean,dafnybench,ig5bcvw3
LD0689,deepseek-chat-v3.1,0,1696,3.7274725274725276,455,lean,dafnybench,ig5bcvw3
LD0710,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0703,deepseek-chat-v3.1,0,1293,2.9453302961275627,439,lean,dafnybench,ig5bcvw3
LD0711,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0714,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0643,deepseek-chat-v3.1,0,3421,6.370577281191807,537,lean,dafnybench,ig5bcvw3
LD0716,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0717,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0718,deepseek-chat-v3.1,0,842,2.5828220858895707,326,lean,dafnybench,ig5bcvw3
LD0715,deepseek-chat-v3.1,0,2452,6.699453551912568,366,lean,dafnybench,ig5bcvw3
LD0644,deepseek-chat-v3.1,0,3062,10.139072847682119,302,lean,dafnybench,ig5bcvw3
LD0719,deepseek-chat-v3.1,0,1829,4.02863436123348,454,lean,dafnybench,ig5bcvw3
LD0723,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0724,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0720,deepseek-chat-v3.1,0,1052,3.6655052264808363,287,lean,dafnybench,ig5bcvw3
LD0722,deepseek-chat-v3.1,0,560,1.951219512195122,287,lean,dafnybench,ig5bcvw3
LD0721,deepseek-chat-v3.1,0,1101,2.8376288659793816,388,lean,dafnybench,ig5bcvw3
LD0730,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0733,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0727,deepseek-chat-v3.1,0,940,1.8875502008032128,498,lean,dafnybench,ig5bcvw3
LD0729,deepseek-chat-v3.1,0,1443,3.7,390,lean,dafnybench,ig5bcvw3
LD0732,deepseek-chat-v3.1,0,1444,3.1876379690949226,453,lean,dafnybench,ig5bcvw3
LD0735,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0734,deepseek-chat-v3.1,0,3094,7.639506172839506,405,lean,dafnybench,ig5bcvw3
LD0736,deepseek-chat-v3.1,0,1747,3.5799180327868854,488,lean,dafnybench,ig5bcvw3
LD0737,deepseek-chat-v3.1,0,1460,1.6957026713124275,861,lean,dafnybench,ig5bcvw3
LD0741,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0738,deepseek-chat-v3.1,0,1675,2.6757188498402558,626,lean,dafnybench,ig5bcvw3
LD0742,deepseek-chat-v3.1,0,1165,3.209366391184573,363,lean,dafnybench,ig5bcvw3
LD0739,deepseek-chat-v3.1,0,2111,3.880514705882353,544,lean,dafnybench,ig5bcvw3
LD0740,deepseek-chat-v3.1,0,2712,7.3297297297297295,370,lean,dafnybench,ig5bcvw3
LD0745,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0743,deepseek-chat-v3.1,0,2999,2.100140056022409,1428,lean,dafnybench,ig5bcvw3
LD0746,deepseek-chat-v3.1,0,798,2.051413881748072,389,lean,dafnybench,ig5bcvw3
LD0747,deepseek-chat-v3.1,0,820,2.0098039215686274,408,lean,dafnybench,ig5bcvw3
LD0750,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0744,deepseek-chat-v3.1,0,3690,9.48586118251928,389,lean,dafnybench,ig5bcvw3
LD0749,deepseek-chat-v3.1,0,843,1.8486842105263157,456,lean,dafnybench,ig5bcvw3
LD0748,deepseek-chat-v3.1,0,1615,4.119897959183674,392,lean,dafnybench,ig5bcvw3
LD0752,deepseek-chat-v3.1,0,713,1.7347931873479319,411,lean,dafnybench,ig5bcvw3
LD0754,deepseek-chat-v3.1,0,530,1.606060606060606,330,lean,dafnybench,ig5bcvw3
LD0755,deepseek-chat-v3.1,0,953,1.2983651226158037,734,lean,dafnybench,ig5bcvw3
LD0753,deepseek-chat-v3.1,0,2542,6.2,410,lean,dafnybench,ig5bcvw3
LD0758,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0751,deepseek-chat-v3.1,0,3641,6.058236272878536,601,lean,dafnybench,ig5bcvw3
LD0756,deepseek-chat-v3.1,0,2926,6.54586129753915,447,lean,dafnybench,ig5bcvw3
LD0760,deepseek-chat-v3.1,0,375,1.5120967741935485,248,lean,dafnybench,ig5bcvw3
LD0759,deepseek-chat-v3.1,0,1168,3.253481894150418,359,lean,dafnybench,ig5bcvw3
LD0761,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0757,deepseek-chat-v3.1,0,4411,6.7549770290964775,653,lean,dafnybench,ig5bcvw3
LD0763,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0765,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0764,deepseek-chat-v3.1,0,587,1.8117283950617284,324,lean,dafnybench,ig5bcvw3
LD0762,deepseek-chat-v3.1,0,2682,5.933628318584071,452,lean,dafnybench,ig5bcvw3
LD0766,deepseek-chat-v3.1,0,1540,3.4298440979955456,449,lean,dafnybench,ig5bcvw3
LD0768,deepseek-chat-v3.1,0,1544,3.2436974789915967,476,lean,dafnybench,ig5bcvw3
LD0771,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0772,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0769,deepseek-chat-v3.1,0,1500,2.384737678855326,629,lean,dafnybench,ig5bcvw3
LD0767,deepseek-chat-v3.1,0,1283,2.8831460674157303,445,lean,dafnybench,ig5bcvw3
LD0770,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0773,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0774,deepseek-chat-v3.1,0,2089,4.203219315895372,497,lean,dafnybench,ig5bcvw3
LD0777,deepseek-chat-v3.1,0,745,1.9401041666666667,384,lean,dafnybench,ig5bcvw3
LD0775,deepseek-chat-v3.1,0,4242,3.7841213202497768,1121,lean,dafnybench,ig5bcvw3
LD0776,deepseek-chat-v3.1,0,3594,5.503828483920367,653,lean,dafnybench,ig5bcvw3
LD0778,deepseek-chat-v3.1,0,854,2.8561872909698995,299,lean,dafnybench,ig5bcvw3
LD0779,deepseek-chat-v3.1,0,2875,9.012539184952978,319,lean,dafnybench,ig5bcvw3
LD0653,deepseek-chat-v3.1,0,1857,4.773778920308484,389,lean,dafnybench,ig5bcvw3
LD0781,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0780,deepseek-chat-v3.1,0,3631,8.141255605381167,446,lean,dafnybench,ig5bcvw3
LD0654,deepseek-chat-v3.1,0,2831,6.291111111111111,450,lean,dafnybench,ig5bcvw3
LD0783,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0782,deepseek-chat-v3.1,0,1325,2.5980392156862746,510,lean,dafnybench,ig5bcvw3
LD0786,deepseek-chat-v3.1,0,1087,2.5576470588235294,425,lean,dafnybench,ig5bcvw3
LD0787,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0789,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0784,deepseek-chat-v3.1,0,2381,4.909278350515464,485,lean,dafnybench,ig5bcvw3
LD0785,deepseek-chat-v3.1,0,2461,6.167919799498747,399,lean,dafnybench,ig5bcvw3
LD0791,deepseek-chat-v3.1,0,844,2.3774647887323943,355,lean,dafnybench,ig5bcvw3
LD0790,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0788,deepseek-chat-v3.1,0,1573,1.863744075829384,844,lean,dafnybench,ig5bcvw3
LD0794,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0793,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0797,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0795,deepseek-chat-v3.1,0,1284,3.4796747967479673,369,lean,dafnybench,ig5bcvw3
LD0796,deepseek-chat-v3.1,0,1495,2.836812144212524,527,lean,dafnybench,ig5bcvw3
LD0799,deepseek-chat-v3.1,0,1179,3.038659793814433,388,lean,dafnybench,ig5bcvw3
LD0801,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0798,deepseek-chat-v3.1,0,4449,3.0852981969486826,1442,lean,dafnybench,ig5bcvw3
LD0800,deepseek-chat-v3.1,0,1511,4.592705167173253,329,lean,dafnybench,ig5bcvw3
LD0803,deepseek-chat-v3.1,0,1596,3.902200488997555,409,lean,dafnybench,ig5bcvw3
LD0802,deepseek-chat-v3.1,0,781,2.1815642458100557,358,lean,dafnybench,ig5bcvw3
LD0806,deepseek-chat-v3.1,0,888,2.52991452991453,351,lean,dafnybench,ig5bcvw3
LD0804,deepseek-chat-v3.1,0,2654,5.832967032967033,455,lean,dafnybench,ig5bcvw3
LD0805,deepseek-chat-v3.1,0,2169,5.4225,400,lean,dafnybench,ig5bcvw3
LD0809,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0663,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0807,deepseek-chat-v3.1,0,1603,3.149312377210216,509,lean,dafnybench,ig5bcvw3
LD0662,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0823,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0824,deepseek-chat-v3.1,0,994,2.776536312849162,358,lean,dafnybench,ig5bcvw3
LD0825,deepseek-chat-v3.1,0,2046,6.495238095238095,315,lean,dafnybench,ig5bcvw3
LD0826,deepseek-chat-v3.1,0,995,2.909356725146199,342,lean,dafnybench,ig5bcvw3
LD0830,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0828,deepseek-chat-v3.1,0,4063,5.505420054200542,738,lean,dafnybench,ig5bcvw3
LD0831,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0829,deepseek-chat-v3.1,0,1570,2.6837606837606836,585,lean,dafnybench,ig5bcvw3
LD0834,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0839,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0836,deepseek-chat-v3.1,0,2989,4.357142857142857,686,lean,dafnybench,ig5bcvw3
LD0844,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0843,deepseek-chat-v3.1,0,1341,2.1051805337519625,637,lean,dafnybench,ig5bcvw3
LD0840,deepseek-chat-v3.1,0,4025,5.816473988439307,692,lean,dafnybench,ig5bcvw3
LD0835,deepseek-chat-v3.1,0,4542,3.5484375,1280,lean,dafnybench,ig5bcvw3
LD0848,deepseek-chat-v3.1,0,1245,2.422178988326848,514,lean,dafnybench,ig5bcvw3
LD0847,deepseek-chat-v3.1,0,1715,3.507157464212679,489,lean,dafnybench,ig5bcvw3
LD0845,deepseek-chat-v3.1,0,4506,5.1497142857142855,875,lean,dafnybench,ig5bcvw3
LD0849,deepseek-chat-v3.1,0,2094,4.532467532467533,462,lean,dafnybench,ig5bcvw3
LD0851,deepseek-chat-v3.1,0,2096,1.8781362007168458,1116,lean,dafnybench,ig5bcvw3
LD0850,deepseek-chat-v3.1,0,5621,3.3943236714975846,1656,lean,dafnybench,ig5bcvw3
LD0852,deepseek-chat-v3.1,0,5172,3.6142557651991614,1431,lean,dafnybench,ig5bcvw3
LD0855,deepseek-chat-v3.1,0,1467,4.276967930029154,343,lean,dafnybench,ig5bcvw3
LD0854,deepseek-chat-v3.1,0,2509,5.550884955752212,452,lean,dafnybench,ig5bcvw3
LD0856,deepseek-chat-v3.1,0,1364,1.3425196850393701,1016,lean,dafnybench,ig5bcvw3
LD0853,deepseek-chat-v3.1,0,5223,3.2181146025878005,1623,lean,dafnybench,ig5bcvw3
LD0857,deepseek-chat-v3.1,0,1937,3.4343971631205674,564,lean,dafnybench,ig5bcvw3
LD0872,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0878,deepseek-chat-v3.1,0,3045,2.1473906911142455,1418,lean,dafnybench,ig5bcvw3
LD0873,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0871,deepseek-chat-v3.1,0,2315,4.082892416225749,567,lean,dafnybench,ig5bcvw3
LD0875,deepseek-chat-v3.1,0,2883,5.289908256880734,545,lean,dafnybench,ig5bcvw3
LD0898,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0896,deepseek-chat-v3.1,0,6042,13.486607142857142,448,lean,dafnybench,ig5bcvw3
LD0908,deepseek-chat-v3.1,0,2181,4.441955193482689,491,lean,dafnybench,ig5bcvw3
LD0858,deepseek-chat-v3.1,0,4420,7.09470304975923,623,lean,dafnybench,ig5bcvw3
LD0897,deepseek-chat-v3.1,0,4805,6.2646675358539765,767,lean,dafnybench,ig5bcvw3
LD0920,deepseek-chat-v3.1,0,2854,2.0816921954777534,1371,lean,dafnybench,ig5bcvw3
LD0924,deepseek-chat-v3.1,0,0,-1,0,lean,dafnybench,ig5bcvw3
LD0923,deepseek-chat-v3.1,0,3114,5.692870201096892,547,lean,dafnybench,ig5bcvw3
LD0928,deepseek-chat-v3.1,0,1481,2.692727272727273,550,lean,dafnybench,ig5bcvw3
LD0921,deepseek-chat-v3.1,0,3663,3.185217391304348,1150,lean,dafnybench,ig5bcvw3
LH0075,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0056,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0088,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0074,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0008,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0065,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0114,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0078,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0041,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0151,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0061,deepseek-chat-v3.1,0,1968,1.9562624254473162,1006,lean,humaneval,iukt3ogq
LH0113,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0160,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0119,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0123,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
LH0144,deepseek-chat-v3.1,0,0,-1,0,lean,humaneval,iukt3ogq
